Region,Country,Province,Medicine/Brand Name,Therapeutic Indications,Manufacturer,Batch Lot Number,API,Dosage Form,Drug Registered,Facility Sector,Facility Type,Year,Date Sample Collected,Final Test Result,Type of Test,Reason for Failure,Counterfeit Medicine,Actions Taken on Substandard or Counterfeit Medicine
Asia,Philippines,Region 4A,N/A,Anti-tuberculosis,"Lloyd Laboratories, Inc.",6B337,Isoniazid,Tablet,Registered,Private,Pharmacy,2017,23/03/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 4A,Duomax,Anti-tuberculosis,No information,A602324,"Rifampicin, Isoniazid",Tablet,Registered,Private,Pharmacy,2017,23/03/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 4A,N/A,Anti-tuberculosis,"Lloyd Laboratories, Inc.",6E511A,Rifampicin,Capsule,Registered,Private,Pharmacy,2017,23/03/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 4A,Onecure,Anti-tuberculosis,Novartis (Bangladesh) Ltd.,GC8837,"Rifampicin, Isoniazid, Pyrazinamide, Ethambutol",Tablet,Registered,Private,Pharmacy,2017,23/03/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 4A,N/A,Anti-tuberculosis,"Lloyd Laboratories, Inc.",6E511B,Rifampicin,Capsule,Registered,Private,Pharmacy,2017,23/03/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 4A,Onecure,Anti-tuberculosis,Novartis (Bangladesh) Ltd.,FZ1638,"Rifampicin, Isoniazid, Pyrazinamide, Ethambutol",Tablet,Registered,Private,Pharmacy,2017,23/03/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 4A,Fixcom 4,Anti-tuberculosis,"Lloyd Laboratories, Inc.",16FXC4 12,"Rifampicin, Isoniazid, Pyrazinamide, Ethambutol",Tablet,Registered,Private,Pharmacy,2017,23/03/2017,Pass,Compendial,N/A,No,None
Asia,Philippines,Region 4A,Pyrazuer,Anti-tuberculosis,No information,F597,Pyrazinamide,Tablet,Unknown,Private,Pharmacy,2017,23/03/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 4A,N/A,Anti-tuberculosis,No information,6I282,Ethambutol,Tablet,Registered,Private,Pharmacy,2017,23/03/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 4A,N/A,Anti-tuberculosis,No information,6J319,Ethambutol,Tablet,Unknown,Private,Pharmacy,2017,23/03/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 4A,N/A,Anti-tuberculosis,No information,5J258,Isoniazid,Tablet,Registered,Private,Pharmacy,2017,24/03/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 4A,Zynaphar,Anti-tuberculosis,No information,BK6301,Pyrazinamide,Tablet,Unknown,Private,Pharmacy,2017,24/03/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 4A,N/A,Anti-tuberculosis,No information,5H174,Ethambutol,Tablet,Unknown,Private,Pharmacy,2017,24/03/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 4A,N/A,Anti-tuberculosis,No information,6E511B,Rifampicin,Capsule,Unknown,Private,Pharmacy,2017,24/03/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 4A,Quadtab,Anti-tuberculosis,"Amherst Laboratories, Inc.",M112329,"Rifampicin, Isoniazid, Pyrazinamide, Ethambutol",Tablet,Registered,Private,Pharmacy,2017,24/03/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 4A,Duomax,Anti-tuberculosis,Lupin Ltd.,A505458,"Rifampicin, Isoniazid",Tablet,Registered,Private,Pharmacy,2017,24/03/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 4A,Niazid,Anti-tuberculosis,No information,SJN207,Isoniazid,Tablet,Unknown,Private,Pharmacy,2017,24/03/2017,Pass,Compendial,N/A,No,None
Asia,Philippines,Region 4A,N/A,Anti-tuberculosis,No information,4F110,Ethambutol,Tablet,Unknown,Private,Pharmacy,2017,24/03/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 4A,Eufropin,Anti-tuberculosis,Lumar Pharmaceutical Lab. ,926010,Rifampicin,Capsule,Registered,Private,Pharmacy,2017,24/03/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 4A,N/A,Anti-tuberculosis,"J.M. Tolmann Laboratories, Inc.",5101,Pyrazinamide,Tablet,Registered,Private,Pharmacy,2017,24/03/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 4A,Picinaf,Anti-tuberculosis,No information,BK6103,Rifampicin,Capsule,Unknown,Private,Pharmacy,2017,24/03/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 4A,Isonix,Anti-tuberculosis,No information,6C339,Isoniazid,Tablet,Registered,Private,Pharmacy,2017,24/03/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 4A,N/A,Anti-tuberculosis,Flamingo Pharmaceuticals Ltd.,6H134,Isoniazid,Tablet,Registered,Private,Pharmacy,2017,24/03/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 4A,Fixcom 3,Anti-tuberculosis,"Lloyd Laboratories, Inc.",17FXC3 01,"Rifampicin, Isoniazid, Ethambutol",Tablet,Registered,Private,Pharmacy,2017,24/03/2017,Pass,Compendial,N/A,No,None
Asia,Philippines,Region 4A,N/A,Anti-tuberculosis,No information,4H309A,Rifampicin,Capsule,Unknown,Private,Pharmacy,2017,24/03/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 4A,Pyrazuer,Anti-tuberculosis,Flamingo Pharmaceuticals Ltd.,G867,Pyrazinamide,Tablet,Registered,Private,Pharmacy,2017,24/03/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 4A,Zynaphar,Anti-tuberculosis,No information,BK6301,Pyrazinamide,Tablet,Unknown,Private,Pharmacy,2017,24/03/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 4A,N/A,Anti-tuberculosis,"Lloyd Laboratories, Inc.",6E511B,Rifampicin,Capsule,Registered,Private,Pharmacy,2017,24/03/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 4A,N/A,Anti-tuberculosis,"Amherst Laboratories, Inc.",5A170,Isoniazid,Tablet,Registered,Private,Pharmacy,2017,24/03/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 4A,Pyrazuer,Anti-tuberculosis,No information,C264,Pyrazinamide,Tablet,Unknown,Private,Pharmacy,2017,24/03/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 4A,Pyrazuer,Anti-tuberculosis,Flamingo Pharmaceuticals Ltd.,F597,Pyrazinamide,Tablet,Registered,Private,Pharmacy,2017,24/03/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 4A,N/A,Anti-tuberculosis,No information,6e+115,Ethambutol,Tablet,Unknown,Private,Pharmacy,2017,24/03/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 4A,Isonix,Anti-tuberculosis,No information,6C339,Isoniazid,Tablet,Registered,Private,Pharmacy,2017,24/03/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 11,N/A,Anti-tuberculosis,No information,6D259,Ethambutol,Tablet,Unknown,Public,Pharmacy,2017,29/03/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 11,N/A,Anti-tuberculosis,No information,FZ2026,"Rifampicin, Isoniazid, Pyrazinamide, Ethambutol",Tablet,Unknown,Public,Pharmacy,2017,29/03/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 11,Eufropin,Anti-tuberculosis,Lumar Pharmaceutical Lab. ,926030,Rifampicin,Capsule,Unknown,Public,Pharmacy,2017,29/03/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 11,Niazid,Anti-tuberculosis,No information,SJN207,Isoniazid,Tablet,Unknown,Public,Pharmacy,2017,29/03/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 4A,N/A,Anti-tuberculosis,Lupin Ltd.,6J315,Ethambutol,Tablet,Registered,Private,Pharmacy,2017,31/03/2017,Pass,Compendial,N/A,No,None
Asia,Philippines,Region 11,N/A,Anti-tuberculosis,No information,6J314,Ethambutol,Tablet,Unknown,Private,Pharmacy,2017,31/03/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 4A,Duomax,Anti-tuberculosis,Lupin Ltd.,A603386,"Rifampicin, Isoniazid",Tablet,Registered,Private,Pharmacy,2017,31/03/2017,Pass,Compendial,N/A,No,None
Asia,Philippines,Region 11,Eufropin,Anti-tuberculosis,Lumar Pharmaceutical Lab. ,926020,Rifampicin,Capsule,Unknown,Private,Pharmacy,2017,31/03/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 4A,Bifix,Anti-tuberculosis,"Amherst Laboratories, Inc.",M102848,"Rifampicin, Isoniazid",Tablet,Registered,Private,Pharmacy,2017,31/03/2017,Pass,Compendial,N/A,No,None
Asia,Philippines,Region 4A,N/A,Anti-tuberculosis,"Lloyd Laboratories, Inc.",6E511A,Rifampicin,Tablet,Registered,Private,Pharmacy,2017,31/03/2017,Pass,Compendial,N/A,No,None
Asia,Philippines,Region 4A,Fixcom 4,Anti-tuberculosis,"Lloyd Laboratories, Inc.",16FXC4 18,"Rifampicin, Isoniazid, Pyrazinamide, Ethambutol",Tablet,Registered,Private,Pharmacy,2017,05/05/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 4A,Bifix,Anti-tuberculosis,"Amherst Laboratories, Inc.",M127687,"Rifampicin, Isoniazid",Tablet,Registered,Private,Pharmacy,2017,05/05/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 4A,N/A,Anti-tuberculosis,No information,FR7146,"Rifampicin, Isoniazid, Pyrazinamide, Ethambutol",Tablet,Unknown,Private,Pharmacy,2017,05/05/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 4A,Niazid,Anti-tuberculosis,No information,SLN254,Isoniazid,Tablet,Unknown,Private,Pharmacy,2017,05/05/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 4A,N/A,Anti-tuberculosis,No information,FZ2026,"Rifampicin, Isoniazid, Pyrazinamide, Ethambutol",Tablet,Unknown,Private,Pharmacy,2017,05/05/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 4A,Niazid,Anti-tuberculosis,No information,SFN003,Isoniazid,Tablet,Unknown,Private,Pharmacy,2017,05/05/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 4A,Fixcom 3,Anti-tuberculosis,No information,16FXC3 15,"Rifampicin, Isoniazid, Ethambutol",Tablet,Unknown,Private,Pharmacy,2017,05/05/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 4A,Picinaf,Anti-tuberculosis,No information,BK6103,Rifampicin,Capsule,Unknown,Private,Pharmacy,2017,05/05/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 4A,N/A,Anti-tuberculosis,"Lloyd Laboratories, Inc.",6L155A,Rifampicin,Capsule,Registered,Private,Pharmacy,2017,05/05/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 4A,N/A,Anti-tuberculosis,No information,6D253,Ethambutol,Tablet,Registered,Private,Pharmacy,2017,05/05/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 4A,N/A,Anti-tuberculosis,No information,6E511A,Rifampicin,Capsule,Unknown,Private,Pharmacy,2017,05/05/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 4A,Duomax,Anti-tuberculosis,No information,A606991,"Rifampicin, Isoniazid",Tablet,Registered,Private,Pharmacy,2017,05/05/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 4A,Rimactane,Anti-tuberculosis,No information,1401,Rifampicin,Capsule,Unknown,Private,Pharmacy,2017,05/05/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 4A,N/A,Anti-tuberculosis,Novartis (Bangladesh) Ltd.,FZ2026,"Rifampicin, Isoniazid, Pyrazinamide, Ethambutol",Tablet,Registered,Private,Pharmacy,2017,05/05/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 4A,Zynaphar,Anti-tuberculosis,No information,BK6401,Pyrazinamide,Tablet,Unknown,Private,Pharmacy,2017,05/05/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 4A,Onecure,Anti-tuberculosis,Novartis (Bangladesh) Ltd.,GS8198,"Rifampicin, Isoniazid, Pyrazinamide, Ethambutol",Tablet,Registered,Private,Pharmacy,2017,05/05/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 4A,Niazid,Anti-tuberculosis,No information,SHN156,Isoniazid,Tablet,Unknown,Private,Pharmacy,2017,05/05/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 4A,N/A,Anti-tuberculosis,No information,6D110,Ethambutol,Tablet,Unknown,Private,Pharmacy,2017,05/05/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 4A,N/A,Anti-tuberculosis,No information,61364,Isoniazid,Tablet,Unknown,Private,Pharmacy,2017,05/05/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 4A,Zynaphar,Anti-tuberculosis,"J.M. Tolmann Laboratories, Inc.",BK6401,Pyrazinamide,Tablet,Unknown,Private,Pharmacy,2017,05/05/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 4A,Duomax,Anti-tuberculosis,Lupin Ltd.,A603386,"Rifampicin, Isoniazid",Tablet,Registered,Private,Pharmacy,2017,05/05/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 4A,N/A,Anti-tuberculosis,No information,6F186,Isoniazid,Tablet,Unknown,Private,Pharmacy,2017,06/05/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 4A,Duomax,Anti-tuberculosis,Lupin Ltd.,A603386,"Rifampicin, Isoniazid",Tablet,Registered,Private,Pharmacy,2017,06/05/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 4A,Quadtab,Anti-tuberculosis,"Amherst Laboratories, Inc.",M123949,"Rifampicin, Isoniazid, Pyrazinamide, Ethambutol",Tablet,Registered,Private,Pharmacy,2017,06/05/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 4A,N/A,Anti-tuberculosis,"Lloyd Laboratories, Inc.",6E511A,Rifampicin,Capsule,Unknown,Private,Pharmacy,2017,06/05/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 4A,Fixcom 3,Anti-tuberculosis,"Lloyd Laboratories, Inc.",16FXC3 06,"Rifampicin, Isoniazid, Ethambutol",Tablet,Registered,Private,Pharmacy,2017,06/05/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 4A,Isonex,Anti-tuberculosis,"New Myrex Laboratories, Inc.",SEN154,Isoniazid,Tablet,Registered,Private,Pharmacy,2017,06/05/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 4A,Zynaphar,Anti-tuberculosis,"J.M. Tolmann Laboratories, Inc.",76A051,Pyrazinamide,Tablet,Registered,Private,Pharmacy,2017,06/05/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 4A,N/A,Anti-tuberculosis,"Lloyd Laboratories, Inc.",6L155A,Rifampicin,Capsule,Registered,Private,Pharmacy,2017,06/05/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 4A,Isonex,Anti-tuberculosis,No information,TAN014,Isoniazid,Tablet,Unknown,Private,Pharmacy,2017,06/05/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 4A,N/A,Anti-tuberculosis,No information,4H309A,Rifampicin,Capsule,Unknown,Private,Pharmacy,2017,06/05/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 4A,N/A,Anti-tuberculosis,No information,3201,Pyrazinamide,Tablet,Unknown,Private,Pharmacy,2017,06/05/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 4A,Fixcom 4,Anti-tuberculosis,"Lloyd Laboratories, Inc.",17FXC4 01,"Rifampicin, Isoniazid, Pyrazinamide, Ethambutol",Tablet,Registered,Private,Pharmacy,2017,06/05/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 4A,N/A,Anti-tuberculosis,No information,5J256,Isoniazid,Tablet,Registered,Private,Pharmacy,2017,06/05/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 4A,Zynaphar,Anti-tuberculosis,"J.M. Tolmann Laboratories, Inc.",BK6401,Pyrazinamide,Tablet,Registered,Private,Pharmacy,2017,06/05/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 4A,N/A,Anti-tuberculosis,"Lloyd Laboratories, Inc.",6I316,Isoniazid,Tablet,Registered,Private,Pharmacy,2017,06/05/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 4A,N/A,Anti-tuberculosis,No information,6F185,Isoniazid,Tablet,Unknown,Private,Pharmacy,2017,06/05/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 4A,N/A,Anti-tuberculosis,No information,6J321,Ethambutol,Tablet,Unknown,Private,Pharmacy,2017,06/05/2017,Pass,Screening,N/A,No,None
Asia,Philippines,region9,N/A,Anti-tuberculosis,"Lloyd Laboratories, Inc.",6E511B,Rifampicin,Capsule,Registered,Private,Pharmacy,2017,12/05/2017,Pass,Screening,N/A,No,None
Asia,Philippines,region9,N/A,Anti-tuberculosis,Lumar Pharmaceutical Lab. ,5A172,Isoniazid,Tablet,Registered,Private,Pharmacy,2017,12/05/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 11,Eufropin,Anti-tuberculosis,Lumar Pharmaceutical Lab. ,926016,Rifampicin,Capsule,Unknown,Private,Pharmacy,2017,16/05/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 11,N/A,Anti-tuberculosis,No information,6D114,Ethambutol,Tablet,Unknown,Private,Pharmacy,2017,16/05/2017,Pass,Screening,N/A,No,None
Asia,Philippines,Region 11,N/A,Anti-tuberculosis,No information,6F185,Isoniazid,Tablet,Unknown,Private,Pharmacy,2017,16/05/2017,Pass,Screening,N/A,No,None
Asia,Philippines,region9,Tritab,Anti-tuberculosis,"Amherst Laboratories, Inc.",M126571,"Rifampicin, Isoniazid, Ethambutol",Tablet,Registered,Private,Pharmacy,2017,17/05/2017,Pass,Screening,N/A,No,None
Asia,Philippines,region9,Quadtab,Anti-tuberculosis,"Amherst Laboratories, Inc.",M104429,"Rifampicin, Isoniazid, Pyrazinamide, Ethambutol",Tablet,Registered,Private,Pharmacy,2017,17/05/2017,Pass,Screening,N/A,No,None
Asia,Philippines,region9,N/A,Anti-tuberculosis,"Lloyd Laboratories, Inc.",6E511B,Rifampicin,Capsule,Registered,Private,Pharmacy,2017,18/05/2017,Pass,Screening,N/A,No,None
Asia,Philippines,region9,Eufropin,Anti-tuberculosis,Lumar Pharmaceutical Lab. ,926030,Rifampicin,Capsule,Registered,Private,Pharmacy,2017,18/05/2017,Pass,Screening,N/A,No,None
Africa,Nigeria,North-West,COMBISUNATE 20/120,Antimalarial,Ajant Pharm. Ltd,P11215E,"Artemether, Lumefantrine",Tablets,Registered,Private,Pharmacy,2017,19/05/2017,Pass,Compendial,N/A,No,N/A
Asia,Philippines,region9,N/A,Anti-tuberculosis,"Lloyd Laboratories, Inc.",6E511B,Rifampicin,Capsule,Registered,Private,Pharmacy,2017,19/05/2017,Pass,Compendial,N/A,No,None
Asia,Philippines,region9,N/A,Anti-tuberculosis,"Lloyd Laboratories, Inc.",6F187,Isoniazid,Tablet,Registered,Private,Pharmacy,2017,19/05/2017,Pass,Compendial,N/A,No,None
Asia,Philippines,region9,N/A,Anti-tuberculosis,"Lloyd Laboratories, Inc.",6B334,Isoniazid,Tablet,Registered,Private,Pharmacy,2017,19/05/2017,Pass,Screening,N/A,No,None
Africa,Nigeria,Kwara,Coartem Dispersible,Antimalarial,NOVARTIS SAGLIK,K0042,"Artemether, Lumefantrine",Tablets,Registered,Private,Other Private,2017,20/05/2017,Pass,Compendial,N/A,No,N/A
Asia,Philippines,Region 3,Myrin I,Anti-tuberculosis,Wyeth Pakistan Limited,167C001,"Rifampicin, Isoniazid",Tablet,Registered,Private,Pharmacy,2017,22/05/2017,Pass,Screening,N/A,No,N/A
Asia,Philippines,Region 3,Duomax,Anti-tuberculosis,Lupin Ltd.,A603386,"Rifampicin, Isoniazid",Tablet,Unknown,Private,Pharmacy,2017,22/05/2017,Pass,Screening,N/A,No,N/A
Asia,Philippines,Region 3,Myrin-P Forte,Anti-tuberculosis,Wyeth Pakistan Limited,166C036,"Rifampicin, Isoniazid, Pyrazinamide, Ethambutol",Tablet,Registered,Private,Pharmacy,2017,22/05/2017,Pass,Compendial,N/A,No,N/A
Asia,Philippines,Region 3,N/A,Anti-tuberculosis,"Lloyd Laboratories, Inc.",6D119,Ethambutol,Tablet,Registered,Private,Pharmacy,2017,22/05/2017,Pass,Screening,N/A,No,N/A
Asia,Philippines,Region 3,Niazid,Anti-tuberculosis,"New Myrex Laboratories, Inc.",SSN207,Isoniazid,Tablet,Registered,Private,Pharmacy,2017,22/05/2017,Pass,Screening,N/A,No,N/A
Asia,Philippines,Region 3,N/A,Anti-tuberculosis,"Lloyd Laboratories, Inc.",6I385,Ethambutol,Tablet,Registered,Private,Pharmacy,2017,22/05/2017,Pass,Screening,N/A,No,N/A
Asia,Philippines,Region 3,Zynaphar,Anti-tuberculosis,No information,BK6401,Pyrazinamide,Tablet,Unknown,Private,Pharmacy,2017,22/05/2017,Pass,Screening,N/A,No,N/A
Asia,Philippines,Region 3,Fixcom 3,Anti-tuberculosis,"Lloyd Laboratories, Inc.",16FXC3 10,"Rifampicin, Isoniazid, Ethambutol",Tablet,Registered,Private,Pharmacy,2017,22/05/2017,Pass,Screening,N/A,No,N/A
Asia,Philippines,Region 3,Duomax,Anti-tuberculosis,No information,A603386,"Rifampicin, Isoniazid",Tablet,Unknown,Private,Pharmacy,2017,22/05/2017,Pass,Screening,N/A,No,N/A
Asia,Philippines,Region 3,Quadmax,Anti-tuberculosis,Lupin Ltd.,A602761,"Rifampicin, Isoniazid, Pyrazinamide, Ethambutol",Tablet,Registered,Private,Pharmacy,2017,22/05/2017,Pass,Compendial,N/A,No,N/A
Asia,Philippines,Region 3,N/A,Anti-tuberculosis,"Lloyd Laboratories, Inc.",6H134,Isoniazid,Tablet,Registered,Private,Pharmacy,2017,22/05/2017,Pass,Screening,N/A,No,N/A
Asia,Philippines,Region 3,Fixcom 3,Anti-tuberculosis,"Lloyd Laboratories, Inc.",17FXC3 03,"Rifampicin, Isoniazid, Ethambutol",Tablet,Registered,Private,Pharmacy,2017,22/05/2017,Pass,Compendial,N/A,No,N/A
Asia,Philippines,Region 3,Fixcom 4,Anti-tuberculosis,"Lloyd Laboratories, Inc.",16FXC4 17,"Rifampicin, Isoniazid, Pyrazinamide, Ethambutol",Tablet,Registered,Private,Pharmacy,2017,22/05/2017,Pass,Compendial,N/A,No,N/A
Asia,Philippines,Region 3,Eufropin,Anti-tuberculosis,No information,926030,Rifampicin,Capsule,Unknown,Private,Pharmacy,2017,22/05/2017,Pass,Screening,N/A,No,N/A
Asia,Philippines,Region 3,N/A,Anti-tuberculosis,"Lloyd Laboratories, Inc.",6L155A,Rifampicin,Capsule,Registered,Private,Pharmacy,2017,22/05/2017,Pass,Screening,N/A,No,N/A
Asia,Philippines,Region 3,Niazid,Anti-tuberculosis,No information,SJN208,Isoniazid,Tablet,Unknown,Private,Pharmacy,2017,22/05/2017,Pass,Screening,N/A,No,N/A
Asia,Philippines,Region 3,Isonex,Anti-tuberculosis,No information,SEN154,Isoniazid,Tablet,Unknown,Private,Pharmacy,2017,22/05/2017,Pass,Screening,N/A,No,N/A
Asia,Philippines,Region 3,Zynaphar,Anti-tuberculosis,No information,BK6301,Pyrazinamide,Tablet,Unknown,Private,Pharmacy,2017,22/05/2017,Pass,Screening,N/A,No,N/A
Asia,Philippines,Region 3,N/A,Anti-tuberculosis,No information,6E511B,Rifampicin,Capsule,Unknown,Private,Pharmacy,2017,22/05/2017,Pass,Screening,N/A,No,N/A
Asia,Philippines,Region 3,Myrin-P Forte,Anti-tuberculosis,Wyeth Pakistan Limited,156C059,"Rifampicin, Isoniazid, Pyrazinamide, Ethambutol",Tablet,Registered,Private,Pharmacy,2017,22/05/2017,Pass,Compendial,N/A,No,N/A
Asia,Philippines,Region 3,Bifix,Anti-tuberculosis,"Amherst Laboratories, Inc.",M111787,"Rifampicin, Isoniazid",Tablet,Registered,Private,Pharmacy,2017,22/05/2017,Pass,Screening,N/A,No,N/A
Asia,Philippines,Region 3,Duomax,Anti-tuberculosis,Lupin Ltd.,A602325,"Rifampicin, Isoniazid",Tablet,Registered,Private,Pharmacy,2017,22/05/2017,Pass,Screening,N/A,No,N/A
Asia,Philippines,Region 3,Picinaf,Anti-tuberculosis,"J.M. Tolmann Laboratories, Inc.",BK6103,Rifampicin,Capsule,Registered,Private,Pharmacy,2017,22/05/2017,Pass,Screening,N/A,No,N/A
Asia,Philippines,Region 3,N/A,Anti-tuberculosis,"Lloyd Laboratories, Inc.",6E511B,Rifampicin,Capsule,Registered,Private,Pharmacy,2017,22/05/2017,Pass,Screening,N/A,No,N/A
Asia,Philippines,Region 3,N/A,Anti-tuberculosis,No information,6E511A,Rifampicin,Capsule,Unknown,Private,Pharmacy,2017,22/05/2017,Pass,Screening,N/A,No,N/A
Asia,Philippines,Region 3,Niazid,Anti-tuberculosis,"New Myrex Laboratories, Inc.",SJN208,Isoniazid,Tablet,Registered,Private,Pharmacy,2017,22/05/2017,Pass,Screening,N/A,No,N/A
Asia,Philippines,Region 3,Eufropin,Anti-tuberculosis,Lumar Pharmaceutical Lab. ,926030,Rifampicin,Capsule,Registered,Private,Pharmacy,2017,22/05/2017,Pass,Screening,N/A,No,N/A
Asia,Philippines,Region 3,N/A,Anti-tuberculosis,No information,5I188,Isoniazid,Tablet,Unknown,Private,Pharmacy,2017,23/05/2017,Pass,Screening,N/A,No,N/A
Asia,Philippines,region 1 ,N/A,Anti-tuberculosis,Novartis (Bangladesh) Ltd.,FR7146,"Rifampicin, Isoniazid, Pyrazinamide, Ethambutol",Tablet,Registered,Private,Pharmacy,2017,23/05/2017,Pass,Screening,N/A,No,N/A
Asia,Philippines,region 1 ,N/A,Anti-tuberculosis,No information,4F159,Isoniazid,Tablet,Unknown,Private,Pharmacy,2017,23/05/2017,Pass,Screening,N/A,No,N/A
Asia,Philippines,Region 3,Onecure,Anti-tuberculosis,Novartis (Bangladesh) Ltd.,GS8200,"Rifampicin, Isoniazid, Pyrazinamide, Ethambutol",Tablet,Registered,Private,Pharmacy,2017,23/05/2017,Pass,Screening,N/A,No,N/A
Asia,Philippines,region 1 ,N/A,Anti-tuberculosis,"Lloyd Laboratories, Inc.",6E511A,Rifampicin,Capsule,Registered,Private,Pharmacy,2017,23/05/2017,Pass,Screening,N/A,No,N/A
Asia,Philippines,region 1 ,Zynaphar,Anti-tuberculosis,No information,BK4301,Pyrazinamide,Tablet,Unknown,Private,Pharmacy,2017,23/05/2017,Pass,Screening,N/A,No,N/A
Asia,Philippines,Region 3,N/A,Anti-tuberculosis,No information,6E511A,Rifampicin,Capsule,Unknown,Private,Pharmacy,2017,23/05/2017,Pass,Screening,N/A,No,N/A
Asia,Philippines,Region 3,N/A,Anti-tuberculosis,Flamingo Pharmaceuticals Ltd.,6G288,Ethambutol,Tablet,Registered,Private,Pharmacy,2017,23/05/2017,Pass,Screening,N/A,No,None
Asia,Philippines,region 1 ,N/A,Anti-tuberculosis,No information,6I388,Ethambutol,Tablet,Unknown,Private,Pharmacy,2017,23/05/2017,Pass,Screening,N/A,No,N/A
Asia,Philippines,region 1 ,N/A,Anti-tuberculosis,No information,5I191,Isoniazid,Tablet,Unknown,Private,Pharmacy,2017,23/05/2017,Pass,Screening,N/A,No,N/A
Asia,Philippines,region 1 ,N/A,Anti-tuberculosis,No information,6E511B,Rifampicin,Capsule,Unknown,Private,Pharmacy,2017,23/05/2017,Pass,Screening,N/A,No,N/A
